descricao;ean
GAZE DESCARPACK ESTERIL 13FIOS 10UNLT : SGEW061 VL: 31-05-2022;7.89828E+12
GAZE DESCARPACK ESTERIL 13FIOS 10UNLT : SGEZ115 VL: 31-07-2020;7.89828E+12
GAZE DESCARPACK ESTERIL 13FIOS 10UNLT : SGEWI00061 VL: 30-04-2020;7.89828E+12
CAMPO OPERATORIO 45X50 17G C/RX PROCSEL (PCT C/ 50UN);7.89836E+12
GAZE DESCARPACK ESTERIL 13FIOS 10UN;7.89828E+12
COMPRESSA NEURO-CIRURGICAS - 25X25 CM;7.8986E+12
COMPRESSA CIRUR GAZE HIDROFIL ESTERIL 7,5X7,5 13F PROCSEL (ENV C/10UN);7.89836E+12
ATADURA CREPE 30CM X 1,8M 13 FIOS MB TEXTIL;7.89815E+12
COMPRESSA GAZE ESTERIL 7,5 X 7,5CM - 100% ALGODAO, COM 05 DOBRAS E 08 CAMADAS, DIMENSAO 7,5 X 7,5CM, 13 FIOS/CM2, COR BR;7.89836E+12
COMPRESSA GAZE NAO ESTERIL 7,5 X 7,5CM - 100% ALGODAO, COM 05 DOBRAS E 08 CAMADAS, DIMENSAO 7,5 X 7,5CM, 13 FIOS/CMÂ², CO;7.89836E+12
COMPRESSA DE GAZE 7,5X7,5 CM PCT C/500 UN13 FIOS COMPRESSA DE GAZE HIDROFILA, DE FIOS DE ALGODAO PURO, COR BRANCA, SEM F;7.89E+12
COMPRESSA CAMPO OPERATORIO 45X50 S/RX PACOTE C/ 50 NAO ESTERIL AMERICA;7.89849E+12
CAMPO OPERATORIO 45X50CM C/ RADIOPACK UN;7.89955E+12
COMPRESSA DE GAZE HERIKA 26CM X 15CM;7.89849E+12
ALGODAO APOLO 50 G;7.89622E+12
ATADURA CREPE CYSNE 20CM X 1,8M C/6 UN CREMER;7.89E+12
ATADURA DE CREPE 13 FIOS 06CM - AVANTE;1.00004E+12
COMPRESSA GAZE ESTERIL 13F 7,5X7,5 EST HERIKA AMERICA (10);7.89849E+12
ATADCREPOM 30CM X 180M 13F PCT12 NEVE;7.89817E+12
ALGODAO APOLO 500G;7.89622E+12
COMP GAZE 9 FIOS C/500;7.89811E+12
ATAD.CREPE CYSNE 6CM;7.8918E+12
ROLETE DE ALGODAO (PCT C/ 100UN);2.00066E+12
ATADURA CREPE 15CM X 1,8M 13 FIOS ERIMAX ERIMAR;7.89847E+12
ATADURA CREPE 10CM X 1,2M 13 FIOS ERIMAX ERIMAR;7.89896E+12
COMPRESSA DE GAZE 7,5 X 7,5 ESTERIL FABRICANTE: AMERICA MEDICAL;7.89849E+12
COMPRESSA CAMPO OPERATORIO 45X50CM FABRICANTE: HOSPITEX;7.89892E+12
COMPRESSA DE GAZE ESTERIL 7,5 X 7,5CM-PCT C/10 UNID. FABRICANTE: SERRA DA ESTRELA;7.89836E+12
CURATIVO  SILVER IV;7.89828E+12
COMP.DE GAZE  EST7,5X7,5;7.89849E+12
ATADURA CREPOM 12X1,80 C/12 UN 13 FIOS/TEXCARE;7.89896E+12
ALGODAO ROLETE CREMER N.2;7.8918E+12
HIDROGEL CALGINATO 85G -;7.89828E+12
COMPRESSA GAZE IRIS/NIDIA 7,5X7,5 C/ 500 UN 001;2.01361E+12
COMPRESSA GAZE 7,5 X 7,5 13 FIOS  ESTERIL CX/440 PCTS;7.89849E+12
ATADURA DE CREPOM 12CM 13FIOS;1.00007E+12
ATADURA GESSADA RAPIDA 15CM;1.00004E+12
ATADURA GESSADA RAPIDA 10CM;1.00004E+12
ATADURA DE ALGODAO ORTOPEDICA NAO ESTERIL 10CM;1.00004E+12
ATADURA DE ALGODAO ORTOPEDICA NAO ESTERIL 15CM;1.00004E+12
ATADURA DE ALGODAO ORTOPEDICA NAO ESTERIL 20CM;1.00004E+12
COMPRESSA DE GAZE HIDROFILA ESTERIL 7,5 X 7,5CM - PACOTE C/5 UNIDADES - C/13 FIOS, 8 BORDAS, ALVA, MACIA, RAPIDA ABSORCA;7.89836E+12
COMPRESSA DE GAZE HIDROFILA, ESTERIL, COM 13 FIOS/CM FIO RADIOPACO, CONFECCIONADAS EM FIOS 100% ALGODAO EM TECIDO TIPO;7.89836E+12
ALGODAO HIDROFILO CONFECCIONADO A PARTIR DE PURAS FIBRAS NATURAIS DE ALGODAO TRATADO, INODORO, INSIPIDO, ISENTO DE IMPUR;7.89814E+12
COMPRESSA DE GAZE HIDROFILA, NAO ESTERIL, COM 13 FIOS/CM, FIO RADIOPACO, CONFECCIONADA EM FIO 100% ALGODAO EM TECIDO TI;7.89E+12
COMPRESSA CAMPO OPERATORIO 45X50 C/RX PACOTE C/ 50 NAO ESTERIL;7.89836E+12
COMPRESSA CAMPO OPERATORIO 25X28 C/RX PACOTE C/ 05  ESTERIL;7.89849E+12
ESPUMA POLIURETANO TRAQUEOSTOMIA 10CMX10CM  CURATEC;7.89828E+12
ALGODAO ROLETE C/100 SSPLUS;7.89892E+12
CURAT BAND-AID TRANSP L40 P30;7.89101E+12
ATADURA GESSADA 20CM CX C/20;2E+12
ATADURA CREPE-13 FIOS 30CM 1,8M PCT 12 UNID;7.89801E+12
COMPRESSA DE GAZE 9 FIOS 7,5X7,5CM PCT C/500 MEDPLUSS;7.89E+12
POLVIDINE TOPICO 10% 1000ML FABRICANTE: FARMAX;7.8969E+12
COMPRESSA DE GAZE ESTERIL 7,5 X 7,5CM-PCT C/10 UNID. FABRICANTE: AMERICA MEDICAL;7.89849E+12
COMPRESSA NEURO-CIRURGICA 25X25;7.8986E+12
CUR PROTECARE TRAQUEO 7X11CM;4.0225E+12
ALGODAO ROLETE APOLO;7.89622E+12
ROLETE ALGODAO (ST);7.89622E+12
GAZE ESTERIL 7,5X7,5 09F C/10UN CREMER;7.89714E+12
ALGODÃ£O ROLO 100G - APOLO;7.89622E+12
GAZE COMPRESSA 7,5 X 7,5;7.89849E+12
ALGODAO ROLETE - APOLO;7.89622E+12
COMPRESSA CIRURGICA 45X50CM AMERICA MEDICAL;7.89849E+12
ALGODAO HIDROFILO 500G - FAROL;7.89809E+12
ALGODAO ROLETE C/ 100 UND APOLO;7.89622E+12
COMPRESSA DE GAZE CLEAN C\500;7.89813E+12
CAMPO OP.45 X 50 27GR C/50-AMERICA;7.89849E+12
COMP GAZE EST 11 FIOS 7,5 X 7,5CM;7.89812E+12
ESPARADRAPO MISSER IMPERMIAVEL BRANCO 10CMX4,5CM;7.89654E+12
POLIHEXAM LIQUIDO (PHMB 0,1%) 100ML;7.89891E+12
CAMPO OPERATORIO 45 X 50 - GR 18 S/ RX - PCT C/ 50 UND - TEXMED;7.89891E+12
CAMPO OPERATORIO 45 X 50 - GR 18 C/ RX - PCT C/ 50 UND - TEXMED;7.89892E+12
COMPRESSA CAMPO OPERATORIO 25X28 C/RX PACOTE C/ 05  ESTERIL VITORIA AMERICA;7.89849E+12
ALGINATO CALCIO (CASEX) CURATIVO 10CMX10CM  CASEX;7.89842E+12
ALGODAO HIDROFILO EM MANTA FINA 500 G;7.89895E+12
BLOOD STOP BANDAGEM ANT SEPTICA;7.89702E+12
COMPRESSA GAZE NAO ESTERIL 9F 7,5X7,5 KARINA AMERICA (500);7.89849E+12
MEIO DE CONTRASTE DE BAIXA OSMOLARIDADE NAO IONICO;7.89785E+12
COMPRES NAO EST. 7.5X7.5  9F.  -KARINA;7.89849E+12
MEDFIX TRAQUEO STANDARD ADULTO;7.89976E+12
COMPRESSA GAZE ESTERIL 75X75CM C10 -;7.89836E+12
COMPRESSA DE GAZE TIPO QUEIJO 13 FIOS 91MX91MM -;7.89867E+12
CAMPO OPERATORIO 45X50CM SRX RADIOPACO C50 -;7.89867E+12
OLEO HIDRATANTE CURATEC FR 200ML ALMOTOLIA;7.89828E+12
ALGODAO ODONTOLOGICO,MATERIAL: HIDROFILO, TIPO: ROLETE, TAMANHO: N 2, COR: BRANCO;2.00066E+12
ATADURA CREPE CREPOM LARGURA 15CM X COMPRIMENTO 180CM FIOS 13 UN/CM2 ERIMAX;7.89847E+12
ATADURA CREPE 15CM X 1,80M 13 FIOS TEXCARE;7.89847E+12
CAMPO OPERATORIO 45X50 C/ RADIOPACO 25G SOFT AMERICA MEDICAL;7.89849E+12
COMPRESSA DE GAZE 7,50 /5 COM 500 LINA SERRA DA ESTRELA;7.89836E+12
ATADURA DE CREPOM 12CM;1.00007E+12
ATADURA DE CREPOM 20CM;1.0001E+12
COMPRESSA DE GAZE ESTERIL 7,5X7,5 13FIOS;1.00009E+12
ATADURA DE CREPOM 30CM;1.0001E+12
COMPRESSA DE GAZE C/500;7.89849E+12
COMPRESSA DE GAZE, TECIDO 100% ALGODAO, 13 FIOS/CM2, COR BRANCA, ISENTA DE IMPUREZAS, 8 CAMADAS, 7,50 CM, 7,50 CM, 5 DOB;7.89867E+12
COMPRESSA DE GAZE , TECIDO 100% ALGODAO, 11 FIOS/CM2, COR BRANCA, ISENTA DE IMPUREZAS, 8 CAMADAS, 7,50 CM, 7,50 CM, 5 DO;7.89867E+12
ALGODAO, EMBALAGEM COM 50G;12345678905
ALGODAO HIDROFILO 500GR - EM MANTA UNIFORME, LIVRE DE IMPUREZAS, MANCHAS OU QUALQUER OUTRO DEFEITO- LIVRE DE ALVEJANTE;7.89814E+12
COMPRESSA DE GAZE ESTERIL 7.5X7.5 13 FIOS - AMERICA ME;7.89849E+12
COMPRESSA GAZE ESTERIL 7,5 X 7,5CM - 100% ALGODAO, COM 05 DOBRAS E 08 CAMADAS, DIMENSAO 7,5 X 7,5CM, 13 FIOS/CM, COR BR;7.89836E+12
COMPRESSA GAZE NAO ESTERIL 7,5 X 7,5CM - 100% ALGODAO, COM 05 DOBRAS E 08 CAMADAS, DIMENSAO 7,5 X 7,5CM, 13 FIOS/CM, CO;7.89E+12
ALGODAO 250GR - NEVOA;7.89603E+12
COMPRESSA DE GAZE ESTERIL 7.5X7.5 13 FIOS - LINA;7.89836E+12
ESPARADRAPO MISSER IMPERMIAVEL BRANCO 10 CM X 4,5 CM;7.89654E+12
HIDROGEL COM ALGINATO BISNAGA 25G - CASEX;7.89842E+12
POLIHEXAM PHMB 0,1% - LIQUIDO 100 ML  - HELIANTO;7.89891E+12
COMPRESSA GAZE ESTERIL 7,5 X 7,5 13F PACOTE C/ 10 HERIKA AMERICA;7.89849E+12
CURATIVO CIRURGICO ESTERIL 10CM X 15CM LUIZA AMERICA;7.89849E+12
ATADURA CREPE 10CM X 3,0M 9FIO;7.89896E+12
ATADURA CREPE 15CM X 3,0M 9FIO;7.89896E+12
ATADURA CREPE 15CM X 3,0M 13FI;7.89896E+12
ATADURA CREPE 10CM X 3,0M 13FI;7.89896E+12
ATADURA CREPE 20CM X 3,0M 13FI;7.89896E+12
GAZE COMPRESSA PCT C/ 500 09 FIOS CLEAN;2.07802E+12
ALGODAO HIDROFILO CAIXA 25 GRS SANCARE;7.89811E+12
ATADURA CREPE 15CMX1,80 MB;7.89815E+12
ATADURA CREPE 20CMX1,80 MB;7.89815E+12
ATADURA CREPE   10CMX 1,80M 13F MB;7.89815E+12
GAZE ESTERIL 7,5 X 7,5 13 FIOS C/10 HERIKA VC:2020 - UN COM 1 PC;7.89849E+12
COMPRESSA DE GAZE HIDROFILA 11 FIOS C/500 - MELHORMED - UN COM 1 PC;7.8919E+12
116233 - COMPRESSA DE GAZE 13 FIOS 7,5CM X 7,5CM - PCT DE500 UND;7.89E+12
ALGODAO, HIDROFILO, EM MANTAS, ALVEJADO, PURIFICADO, ISENTO DE IMPUREZAS, ENRO LADO EM PAPEL APROPRIADO, NAO ESTERIL, EM;7.89814E+12
GAZE 7,5 X 7,5 ESTERIL UN (ITEM: );7.89836E+12
ALGODAO APOLLO C/25G;7.89622E+12
COMPRESSA GAZE NAO ESTERIL 7,5 X 7,5 9F C/500 AMERICA;7.89849E+12
COMPRESSA CAMPO OPERATORIO 45X50 PACOTE C/ 50 NAO ESTERIL AMERICA;7.89849E+12
ATADURA DE GESSO 15CMX3M;7.89792E+12
ATADURA DE GESSO 20CMX4M;7.89792E+12
COMPRESSA DE GAZE NAO ESTERIL C/500;7.89813E+12
SUPERFILLER 60G;8.47E+12
ALGODAO HIDROFILO, ACONDICIONADO EM PACOTE C/250G + 100% ALGODAO;7.89603E+12
GAZE CORTADA 7,5 X 7,5 CM NAO ESTERIL 13 FIOS PCT 500 UNIDADES;7.89E+12
GAZE HERIKA;7.89849E+12
ALGODAO HIDR. EVER 50G;7.89895E+12
ATADURA 12CM EVER;7.89895E+12
ATADURA CREPE-13 FIOS 20CM 1,8M EM REPOUSO PCT 12 UNID;7.89896E+12
ALGODAO DENTAL EM ROLETE - -;2.00066E+12
ALGODAO COTTONBABY ROLO UND 1 X 1 50G;7.89623E+12
GEL VISCOSO EST. COMP. BASE DE HIDROFILICA COM A.G.E. TUBO 15G - CURATEC/LM FARMA;7.89828E+12
COMPRESSA DE GAZE 13 FIOS 7,5X7,5CM PCT C/500 GAZETEX HOSPITEX;7.89896E+12
COMPRESSA DE GAZE ESTERIL 7,5 X 7,5 13 FIOS FABRICANTE: AMERICA MEDICAL;7.89849E+12
COMPRESSA DE GAZE ESTERIL ALGODONADA 10CMX15CM  FABRICANTE: POLAR FIX;7.89801E+12
ASKINA SORB 10X10;4.03924E+12
COMPRESSA DE GAZE 09 FIOS KARINA;7.89849E+12
ATADURA CREPE 20CM 13 F 1,8M POLARFIX;7.89801E+12
GAZE COMPRESSA 75X75 DESCARTAVEL ESTERIL 13 FIOS -;7.89836E+12
CAMPO OPERATORIO 45X50CM -;7.89867E+12
ALGODAO HIDROFILO 500GR NATHALYA;7.89814E+12
COMPRESSA CIRURGICA DE GAZE 9 FIOS CM2 7,5 X 7,56;2E+12
COMP.GAZE NAO EST. 7,5X7,5 13  FIOS 500 UND LINA;7.89836E+12
ALGODAO 250;7.89895E+12
COMPRESSA DE GASE ESTERIL 30X10 11 FIOS;7.89811E+12
ATADURA CREPE 10CM;7.89801E+12
COMPRESSA DE GAZES 13FIOS;7.89849E+12
ALGODAO 500GR - NATHALYA;7.89814E+12
HIDROGEL AMORFO COM ALGINATO 25G CX C 10 BISNAGA;7.89842E+12
CURATIVO ALGINATO CALCIO E SODIO 02CMX30CM;7.89842E+12
ALGODAO HIDROFILO 500 GR - NEVOA;7.89895E+12
ALGODAO HIDROFILO 250G NAO ESTERIL NEVOA;7.89895E+12
AQUACEL AG+ EXTRA 10 X 10 413567;7.68455E+11
ATAD CREPOM 30CMX180M 13F PCT12 QUALITY PLUSS;7.89896E+12
ATADURA GESSO 10CM C/20 ROLOS - POLARFIX;2E+12
ATADURA ORTOPEDICA 15CM X 1,8CM (POLARFIX);7.89801E+12
ATADURA CREPE 10CM X 3M 13 FIOS ERIMAX ERIMAR;7.89896E+12
COMPRESSA DE GAZE 11 FIOS 7,5X7,5CM PCT C/500 KARINA AMERICA MEDICAL;7.89849E+12
COMPRESSA DE GAZE ESTERIL ALGODONADA 10CMX15CM  FABRICANTE: FABRICA DE TECIDOS;7.89801E+12
COMPRESSA DE GAZE NAO ESTERIL 7,5 X 7,5 - 100% ALGODAO, COM 05 DOBRAS DE 08 CAMADAS, DIMENSAO 7,5 X 7,5 CM, 13 FIOS/CMÂ²,;7.89836E+12
COMPRESSA DE GAZE NAO ESTERIL 7,5 X 7,5- 100% ALGODAO, COM 05 DOBRAS DE 08 CAMADAS, DIMENSAO 7,5 X 7,5 CM, 13 FIOS/CMÂ²,;7.89836E+12
COMPRESSA NEURO-CIRURGICA 13X13;7.8986E+12
COMP GAZE N/EST 9 FIOS 7,5X7,5 KARINA L03 AMERICA;7.89849E+12
COMPRESSA GAZE 13FIOS 75X75CM C10 -;7.89836E+12
COMPRESSA GAZE ALGODAO 13FIOS 10CMX10CM C500 -;7.89836E+12
COMPRESSA GAZE 13FIOS 10CMX10CM C500 -;7.89836E+12
COMPRESSA DE GAZE ESTERIL 75CM X 75CM 13F ENV C 10 -;7.89836E+12
COMPRESSA CIRURGICA 45 X 50 CM CAMPO OPERATORIO -;7.89836E+12
COMPRESSA DE GAZE 7,5 X 7,5 ESTERIL 13 FIOS PCT C  10 UNID;7.89849E+12
ATADURA CREPE 10CM X 3,0M 13FIOS PCT 12 UNID EMB I;7.89896E+12
COMPRESSA DE GAZE 7,5X7,5CM 13FIOS PCT 500 UNID N/;7.89849E+12
COMPRESSA DE GAZE 7,5X7,5CM 09FIOS PCT 10 UNID EST;7.89849E+12
COMPRESSA DE GAZE 7,5X7,5CM 11FIOS PCT 10 UNID EST;7.89849E+12
COMPRESSA DE GAZE HIDDRO 9FIOS C/500 UN;7.89849E+12
COMPRESSA SANFARMA GAZE ESTERIL 80X10 11 FIOS ENV X 10 UN;7.89811E+12
CURATIVO BIATAIN ALGINATO C/PRATA 10X10CM 3760 COLOPLAST;5.70893E+12
CAMPO OPERATORIO 45X50 C/ RADIOPACO 18G MEDBRAS;7.89849E+12
ACIDO GRAXO 100ML NUTRIEX;7.89837E+12
GAZE 13 FIOS;7.89682E+12
BANDAGEM ELASTICA 5X50;7.89411E+12
GAZE CRIS 7,5X7,5 13FIOS;7.89832E+12
ATADURA CREPE 10CM X 4,5M 13FIOS;7.89801E+12
ATADURA CREPOM 13F 10CMX1,20M TEXCARE (12);7.89896E+12
GAZE 7,5 X 7,5 9FIOS - MEDIPLUSS;7.89E+12
POLIHEXAM SOLUGEL GEL 100ML (PHMB0,1%);7.89894E+12
CURATIVO DE CARVAO ATIVADO E PRATA 10,5 X 10,5 - CASEX;7.89842E+12
CAMPO OPERATORIO 25X28(45X45) ESTERIL PRE LAVADO AMERICA;7.89849E+12
ATADCREPOM 20CM X 180M 13F PCT12 NEVE;7.89817E+12
ATADCREPOM 10CM X 180M 13F PC12 NEVE;7.89817E+12
COMPRESSA DE GAZE NESTERIL QUEIJO 91X91CM 13FIOS -;7.89867E+12
ATADURA CREPE 15CM X 3,0M 13FIOS PCT 12 UNID EMB I;7.89896E+12
MEMORIA DDR2 2GB 800 MHZ;7.89603E+12
COMPRESSA DE GAZE PCT 9F 180G 500UD;7.89813E+12
ALGODAO 500 G CREMER;7.8918E+12
ALGODAO BOLAS 50 G CREMER;7.8918E+12
ALGODAO QUADRADO 40 G ZIP LOCK CREMER;7.8918E+12
ALGODAO 50 G CREMER;7.8918E+12
ALGODAO 25 G CREMER;7.8918E+12
COMP GAZE N/EST. 9 FIOS 7,5X7,5 KARINA L03 AMERICA;7.89849E+12
CAMPO OP 45X50CM C/RX MEDBRAS;7.89867E+12
ATADURA DE CREPOM 15CM X 1,8 M 13 FIOS NEVE C/12 - PC;4.04281E+12
GAZE 7,5 X 7,5 13FIOS PC C/ 500UN;7.89E+12
COMPRESSA DE GAZE ESTERIL 7,5X7,5CM PACOTE COM 10 UNIDADES - AMERICA ME;7.89849E+12
GAZE 7,5 X 7,5 13FIOS - MEDIPLUSS;7.89E+12
ALGODAO HIDROFILO 500G - NATHALYA;7.89814E+12
GAZE 7,5 X 7,5 9FIOS;7.89E+12
ALGODAO APOLO 25G;7.89622E+12
COMPRESSA DE GAZE ESTERIL 7,5 X 7,5 13 FIOS PCT - TEXMED;7.89996E+12
COMPRESSA CAMPO OPERATORIO 45X50 S/RX PACOTE C/ 50;7.89849E+12
ALGODAO APOLO HIDROF 25G;7.89622E+12
COMPRESSA GAZE NESTERIL 13FIOS 75X75 C500 -;7.89849E+12
ATADURA DE CREPE 20 CM 12 UNID SANFARMA;7.89806E+12
ATADURA DE CREPE 06 CM 12 UNID SANFARMA;7.89806E+12
ALGODAO HIDROFILO CAIXA 25 GRS SANFARMA;7.89811E+12
COMPRESSA DE GAZE 11 FIOS 7,5X7,5CM  PCT C/ 500  KARINA AMERICA MEDICAL;7.89849E+12
ATADURA CREPE 30CM X 1,8M 13 FIOS B.TOLEDO OLIVEIRA TEXCARE;7.89849E+12
COMPRESSA DE GAZE, 13FIOS/CM2, HIDROFILA, 7,5CM X 7,5CM, 100% ALGODAO , PACOTE COM 500 UNDADES. - MEDIPLUSS;7.89E+12
ATADURA GESSO 10 CM C-20 -;2.00003E+12
ATADURA GESSO 20 CM C- 20 -;2.00003E+12
ROLETE DE ALGODAO (PCT C/ 100);2.00066E+12
ATADURA CREPE 10CM X 1,8M 13 FIOS EUROPA POLARFIX;7.89801E+12
ATADURA CREPOM 20X1,80 C/12 UN 13 FIOS/TEXCARE;7.89896E+12
ATADURA CREPOM 08X1,80 C/12 UN 13 FIOS/TEXCARE;7.89896E+12
ATADURA CREPOM 15 CM-DIMENSOES DE 15  CM X 4,5 M, CONTENDO 13 FIOS/CM2,  MEDINDO 4,5 M  ESTICADA, CONFECCIONADA EM TECID;7.89815E+12
ACIDOS GRAXOS ESSENCIAIS -;7.89828E+12
GAZE COMPRESSA 75X75 DESCARTAVEL ESTERIL -;7.89836E+12
GAZE COMPRESSA 75 X 75 DESCARTAVEL ESTERIL -;7.89836E+12
ATADURA CREPE 20CM X 4,5M 13FI;7.89896E+12
ATADURA CREPE 10CM X 4,5M 13FI;7.89896E+12
ATADURA CREPE 15CM X 4,5M 13FI;7.89896E+12
COMPRESSA DE GAZE 7,5X7,5CM 09;7.89849E+12
COMPRESSA DE GAZE HIDROFILA, DE FIOS DE ALGODAO PURO, COR BRANCA, SEM FALHAS OU FIAPOS SOLTOS COM 13 FIOS/CM/2, 08 DOBRA;7.89E+12
ESPARADRAPO MISSER IMPERMIAVEL BRANCO 10 CM X 4,5CM;7.89654E+12
CAMPO OPERATORIO 45 X 50 C  RAIO X NAO ESTERIL PCT C  50;7.89867E+12
CURATIVO HIDROGEL COM ALGINATO CALCIO/SODIO 85GR CURATEC;7.89828E+12
ALGODAO 250G NAO ESTERIL NEVOA;7.89895E+12
ALGODAO HIDROFILO DE 500 GR;7.89895E+12
COMPRESSA EM PETROLATUM 7,6X40,6 CURATEC;7.89828E+12
ASKINA SORB 10 X 10 CM L.29888;4.03924E+12
ASKINA SORB HIDROCOLOIDE 10 X 10 CM L.29888;4.03924E+12
COMPRESSA CIRURGICA ACOLCHOADA 10X15 POLARFIX;1.7898E+13
ATADURA CREPE 20CM X 1,8M 13 FIOS ERIMAX ERIMAR;7.89896E+12
ATADURA CREPE 30CM X 1,8M 13 FIOS AMERICA MEDICAL;7.89849E+12
COMP. GAZE EST. 7,5X7,5 - 13FIOS;7.89815E+12
COMPRESSA NEURO-CIRURGICA 13X25;7.89E+12
BIATAIN ALGINATO 10X10 CM;5.70893E+12
COBERTURA CARVAO ATIVO COM PRATA RECORTAVEL COMPOSTO DE TECIDO DE CARVAO ATIVADO IMPREGNADO COM PRATA ENVOLTO EM NYLON.;7.89842E+12
COMPRESSA DE GAZE HIDROFILA 75CMX75CM 13 FIOS C500 -;7.89849E+12
GAZE NAO ESTERIL 7,5 CM 7,5CM 9 FIOS PCT C/ 500 UN;2E+12
CAMPO OPERATORIO 45X50 C FIO RADIOPACO;7.89836E+12
GAZE 9 FIOS TIPO QUEIJO;7.89815E+12
COMPRESSA NEURO-CIRURGICA 25X76 MM CX C 10;7.8986E+12
COMPRESSA NEURO-CIRURGICA 25X76 MM;7.8986E+12
COMPRESSA DE GAZE 11 FIOS 7,5X7,5CM  PCT C/ 10  KARINA AMERICA MEDICAL;7.89849E+12
ATADURA CREPE CREPOM LARGURA 10CM X COMPRIMENTO 180CM FIOS 13 UN/CM2 ERIMAX;7.89817E+12
ATADURA CREPE 20CM X 1,8M 13 FIOS ERIMAX;7.89896E+12
COMPRESSA DE GAZE 9 FIOS 7,5X7,5CM PCT C/10 ESTERIL HERIKA AMERICA MEDICAL;7.89849E+12
GAZE 7,5 X 7,5 ESTERIL GAZE 7,5 X 7,5 ESTERIL 13FIOS PC C/ 10UN AMERICA ME (ITEM: 16);7.89849E+12
GAZE 7,5 X 7,5 13FIOS GAZE 7,5 X 7,5 13FIOS PC C/ 500UN MEDIPLUSS (ITEM: 17);7.89E+12
GAZE 7,5 X 7,5 13FIOS GAZE 7,5 X 7,5 13FIOS PC C/ 500UN MEDIPLUSS (ITEM: 9);7.89E+12
GAZE 7,5 X 7,5 ESTERIL GAZE 7,5 X 7,5 ESTERIL 13FIOS PC C/ 10UN AMERICA ME (ITEM: 8);7.89849E+12
GAZE 7,5 X 7,5 ESTERIL GAZE 7,5 X 7,5 ESTERIL 13FIOS PC C/ 10UN AMERICA ME (ITEM: 9);7.89849E+12
GAZE 7,5 X 7,5 13FIOS GAZE 7,5 X 7,5 13FIOS PC C/ 500UN MEDIPLUSS (ITEM: 10);7.89E+12
ALGODAO 500GR - CREMER;7.8918E+12
COMPRESSA DE GAZE, 13FIOS/CM2, HIDROFILA, 7,5CM X 7,5CM, 100% ALGODAO, .MODELO COR BRANCA,ISENTA DE IMPUREZAS, 8 CAMADAS;7.89E+12
ATADURA CREPOM 10CMX1,80M 13F (12 UNIDADES) GAZETEX TEXMED;7.89891E+12
ATADURA CREPOM 20CMX1,80M 13F (12 UNIDADES) GAZETEX TEXMED;7.89891E+12
CURATIVO TRANSP. 6CM X 8CM FIXA CATETER LEUKOMED;4.04281E+12
ALGODAO ODONTOLOGICO EM ROLETE PCT C/ 100 SSPLUS;7.89892E+12
ATADURA CREPOM 15CMX1,80M 13F (12 UNIDADES) TEXCARE;7.89896E+12
ATADURA CREPOM 15CMX1,80M 13F (12 UNIDADES) GAZETEX TEXMED;7.89891E+12
COMPRESSA DE GAZE HIDROFILA NAO - ESTERIL 7,5 X 7,5 CM - COMPRESSA,CONFECCIONADA EM FIOS 100% ALGODAO EM TECIDO TIPO TEL;7.89955E+12
COMPRESSA GAZE ESTERIL 13 FIOS PCT. C/10;7.89849E+12
ALGODAO APOLO CAIXA 100G;7.89622E+12
SERRA DA ESTRELA COMP. DE GAZE C/500;7.89836E+12
COMPRESSA DE GAZE C/500 CLEAN 17589;7.89813E+12
ATAD CREPOM CYSNE 15;7.8918E+12
ALGODAO HID.EVER C 25G;7.89895E+12
ATAD.CREPE CYSNE 10CM;7.8918E+12
ATAD.CREPE CYSNE 15CM;7.8918E+12
COMPRESSA DE GAZE TIPO QUEIJO 91X91 13 FIOS HOSPITEX;7.89896E+12
COMPRESSA DE GAZE TIPO QUEIJO 91X91 13 FIOS ERIMAX ERIMAR;7.89896E+12
COMPRESSA DE GAZE 13 FIOS 7,5X7,5CM PCT C/500 TEXCARE;7.89896E+12
CUR COMPRESSA EM PETROLATUM 7,6 X 20,3;7.89E+12
CAMPO OP 25X28;7.89E+12
ATADURA CREPOM C 10X1,80;7.89E+12
ATADURA DE CREPOM - 20 X 1,80 - 13 FIOS..;7.89E+12
COMPRESSA DE GAZE C500 -;7.89849E+12
ATADURA CREPE 20CM X 3,0M 13FIOS PCT 12 UNID EMB IND;7.89896E+12
ATADURA CREPE 10CM X 3,0M 13FIOS PCT 12 UNID EMB IND;7.89896E+12
ATADURA CREPE 15CM X 3,0M 13FIOS PCT 12 UNID EMB IND;7.89896E+12
COMPRESSA DE GAZE 7,5X7,5CM 13FIOS PCT 500 UNID N/EST KAR;7.89849E+12
ALGODAO HIDROFILO 250 GR ROLO NEVOA;7.89895E+12
ALGODAO HIDROFILO 500 GR ROLO NEVOA;7.89895E+12
ATADURA CREPOM 15CM DE LARGURA POR 1,80M EM REPOUSO DE COMPRIMENTO ERIMAX  ERIMAR;7.89847E+12
ATADURA CREPOM 10CM DE LARGURA POR 1,80M EM REPOUSO DE COMPRIMENTO ERIMAX  ERIMAR;7.89817E+12
ALGODAO HIDROFILO 250G - NEVOA;7.89603E+12
GAZE 7,5 X 7,5 ESTERIL - AMERICA ME;7.89849E+12
CURATIVO CIRURGICO ESTERIL  ABERTO15X60CM FECHADO15X7,5CM;7.89817E+12
CURATIVO REDONDO COR DE PELE - CURE AID;7.89816E+12
