description|ean
EXFORGE HCT 320 + 25 + 10MG C/28 COMP/NOVARTIS|7896260000000
EXELON PATCH 5 4,6MG/24H C/30 AD C1/NOVARTIS/C1|7896260000000
JANUVIA 100MG C/28 COMP/MERCK|7897340000000
EXELON PATCH 10 9,5MG/5 24H/C1|7896260000000
ROHYPNOL 1MG C/30 COMP|7896230000000
CILOSTAZOL 100MG C/60 COMP/EUROFARMA|7891320000000
FRISIUM CLOBAZAM 10MG COMP/SANOFI|7891060000000
PRADAXA 110MG C/30 CAPS-REFERENCIA|7896030000000
PRESSAT 5MG C/60 COMP-SIMILAR|7896110000000
MIDAZOLAM 5MG/ML 3ML LISTA B1 DORMIUM UNIAO QUIMICA|7896010000000
RISPERIDONA 2MG LISTA C1   (RISPERIDONA 2MG) LISTA C1|7896010000000
ONDANSETRONA 8MG - BIOLAB|7896240000000
CARBAMAZEPINA 200MG LISTA C1 GENERICO TEUTO|7896110000000
FENOBARBITAL 100MG LISTA B1 GENERICO TEUTO|7896110000000
HALOPERIDOL 5MG LISTA C1 HALO CRISTALIA|7898120000000
HALOPERIDOL 2MG/ML 20ML LISTA C1 HALO CRISTALIA|7896680000000
ESCOPOLAMINA BUTILBROMETO, ASSOCIADA COM DIPIRONA SODICA, 10MG + 500MG - PHARLAB|7898220000000
CLONAZEPAM, 2MG LISTA B1 - GEOLAB|7899100000000
LANZOPEPT 30 MG 14 CA LANSOPRASOL GEO.|7899100000000
MONTELUCASTE SODIO G. GEO 10 MG 30 CP|7899100000000
BETAISTINA G. EUR 24 MG 30 CP|7891320000000
GASTROL 20 PAST HID ALUM+ASSOC NEO.|7896620000000
GASTROL 200 PAST HID ALUM+ASSOC NEO.|7896620000000
TRAXONOL 100 MG 15 CA ITRACONAZOL GEO.|7899100000000
TRAXONOL 100 MG 4 CA ITRACONAZOL GEO.|7899100000000
BRIMONIDINA G. GEO 2 MG FR 5 ML|7899100000000
GALVUS MET 50/ 1000MG|7896260000000
EZETIMIBA 10MG|7896110000000
PRESSAT 2,5 MG|7896110000000
RITALINA LA 10MG C/30|7896260000000
BESILATO ATRACURIO 10MGML 5ML SOLINJ C5 -|7896680000000
LEVOFLOXACINO 5MGML SOLINJ IV C1 BOLSA 100ML -|7898360000000
SORO RINGER C LACTADO 500ML -|7897950000000
CIPROFLOXACINO 2MLML BOLSA 100ML -|7898360000000
LORATADINA 10MG -|7899100000000
DECANOATO HALOPERIDOL 7052MGML 1ML SOLINJ -|7896680000000
ATORVASTATINA CALCICA 40MG C30 -|7894920000000
BESILATO ATRACURIO 10MGML 5ML C25 -|7896680000000
BESILATO ANLODIPINO 5MG C500 -|7899100000000
ACICLOVIR 25MG PO LIOFILIZADO INJ -|7896110000000
FLUCONAZOL SOLINJ2MGML IV  100ML -|7898360000000
LORATADINA 05MGML XAROPE 100ML -|7897340000000
OMEPRAZOL 40MG 10ML PO LIOFINJ -|7896680000000
CIPROFLOXACINO 2MLML 100ML -|7898360000000
HALOPERIDOL DECANOATO 7052MGML SOLINJ -|7896680000000
OMEPRAZOL 40MGML INJ -|7896010000000
RISPERIDONA 1MG 30CPR GEN MERCK P.M.C. 52.92|7891720000000
CLOR HIDROXIZINA 2MG 120ML GN GEO P.M.C. 29.66|7899100000000
FAULDMETRO 50MG - CX C/5AMP.|7896090000000
MIDAZOLAM 50MG 5MG ML AMPOLA DE 10ML|7896110000000
ALFENTANILA 0,544MG ML AMPOLA 5ML|7896680000000
CITRATO DE FENTANILA 50MCG ML (78,5MCG ML) AMP DE 5ML|7896010000000
BESILATO DE ANLODIPINO 5MG|7899100000000
BESILATO DE ATRACURIO 10MG ML 2,5ML (25MG)|7896680000000
METRONIDAZOL 5MG ML BOLSA 100ML|7898360000000
HALOPERIDOL 5MG ML IV IM 1ML|7896010000000
PANCURON 2MG/ML INJ CX 50 AMP X 2ML IV|7896680000000
LORATADINA 5MG/5ML XPE FR 100ML S/C GEN|7898150000000
DIPIDOR 500MG CX 25 BL X 4 COMP|7897730000000
ATENSINA 0,100MG CX 30 COMP|7896030000000
RISPERIDON 1MG/ML SOL ORAL FR 30ML S/C + SER DOSAD|7896680000000
FLUMAZENIL 0,5MG/5ML INJ CX 5 AMP X 5ML EV GEN|7896010000000
MALEATO DE MIDAZOLAM 15MG CX 30 COMP REV GEN|7896420000000
RISPERIDONA 1MG CX 30 COMP GEN|7891320000000
RISPERIDONA 2MG CX 30 COMP GEN|7891320000000
ATORVASTATINA CALCICA 40MG CX 30 COMP REV GEN|7899100000000
LABREA 10MG CX 30 COMP REV.|7896680000000
ACICLOVIR 200MG CX 25 COMP GEN|7898220000000
FENOBARBITAL 40MG/ML GOTAS 20ML C/C GEN|7896010000000
PROPARK 2MG CX 75 COMP|7896010000000
BRAVAN 160MG CX 30 COMP|7896660000000
CAPTOPRIL 25MG CX 30 COMP GEN|7896470000000
CAPTOLAB 50MG CX 30 COMP|7896470000000
CLOPAM 0,5MG CX 20 BL X 10 COMP|7896680000000
LOSARTANA POTASSICA 100MG CX 20 BL X 15 COMP GEN|7899550000000
OMEPRAZOL 20MG CX 56 CAPS GEN|7896110000000
PROCORALAN 7,5MG CX 56 COMP REV|7898030000000
PANTOPRAZOL 20MG CX 28 COMP GEN|7897600000000
HALO 2MG/ML SOL ORAL FR 20ML S/C|7896680000000
PROPILRACIL 100MG CX 30 COMP.|7896240000000
DORMIUM 50MG/10ML 50AMP|7896010000000
GALVUS 50MG CPR C/56|7896260000000
CLONAZEPAM 2 5MG 20ML MED|7896420000000
GARDENAL GTS PEDIAT.20 ML B1|7896070000000
OLANZAPINA 10 MG|7891320000000
CLORIDRATO DE TRAZODONA 50MG|7895300000000
SULFATO DE HIDROXICLOROQUINA 400 MG|7896640000000
BESILATO DE LEVANLODIPINO 2,5 MG|7896110000000
OLANZAPINA 5MG 30CP EUROFARMA GEN  C1 P.M.C. 281.60|7891320000000
RISPERIDONA 2MG 30CP MEDLEY  C1 P.M.C. 52.39|7896420000000
CILOSTAZOL 50MG C/30 CPR|7891320000000
CARVEDILOL 125 MG CPR C/30 (TORRENT)|8902220000000
FRISIUM 20MG C/20 CPR|7891060000000
ANLODIPINO 5MG C/30 CPR|7896710000000
VASTAREL MR 35MG C/60 CPR|7898030000000
CARVEDILOL 625MG C/30 CPR|7895300000000
APRESOLINA 25MG C/20 DRAGS|7896260000000
ANAFRANIL SR75MG C/20 CPR|7896260000000
RIVOTRIL 05MG C/30 CPR|7896230000000
EZETIMIBA 10 MG 30 CPR GEN (+) TEUTO|7896110000000
TRAVOPROSTA  0,04MG/ML 2,5ML SOLUCAO OFTALMICA ESTERIL|7899100000000
TARTARATO  DE BRIMONIDINA 0,2% 5ML GEOLAB|7899100000000
TRAVOPROSTA  0,04MG/ML 2,5ML SOLUCAO OFTALMICA ESTERIL GEOLAB|7899100000000
MALEATO DE ENALAPRIL 10 MG COMPRIMIDO PRYLTEC GEOLAB|7899100000000
HALOPERIDOL 5MG P 344 C1 HALO CRISTALIA|7896680000000
ONDANSETRONA 4MG VONAU FLASH BIOLAB SANUS|7896240000000
DIPIRONA SODICA 500MG GENERICO PRATI, DONADUZZI|7898150000000
HALOPERIDOL 5MG/ML 1ML P344 C1  HALO CRISTALIA|7896680000000
CAPTOPRIL 25MG PRATI, MEDQUIMICA|7896860000000
CLONAZEPAM 2,5MG/ML 20ML P 344 B1 CLOPAN CRISTALIA|7896680000000
CLOBAZAM 10 MG (B1) FRISIUM SANOFI.|7891060000000
ANASTROZOL 1MG GENERICO EUROFARMA|7891320000000
CLOMIPRAMINA 25MG (C1) GENERICO EMS|7896000000000
HALOPERIDOL 1 MG (C1) HALO CRISTALIA|7896680000000
CLOPIDOGREL BISSULFATO 75MG GENERICO GEOLAB|7899100000000
OMEPRAZOL 40MG GENERICO NOVA QUIMICA|7895300000000
CIPROFLOXACINO 2MG/ML - 100ML CIPROBACTER 200MG ISOFARMA|7898360000000
METRONIDAZOL 500 MG/100 ML - SOLUCAO INJETAVEL GENERICO ISOFARMA|7898360000000
ATORVASTATINA 10 MG GENERICO EMS|7896000000000
DONAREN 100MG 30CPR P.M.C. 86.20|7896640000000
HEMIFUMARATO QUETIAPINA 25MG 30CPR SANDO P.M.C. 66.25|7897600000000
OXCARBAZEPINA 300MG 30CPR MEDLEY P.M.C. 54.07|7896420000000
LORAZEPAM 2MG 20CPDS GEN P.M.C. 15.57|7896420000000
VALSARTANA 80MG 60CPR GEN MEDLEY P.M.C. 164.95|7896420000000
URBANIL 10MG 20CPR P.M.C. 13.20|7896190000000
LOSARTANA POTASSICA 50MG COMP.|1000030000000
CARVEDILOL 25 MG COMP|7896180000000
DEXCLOFENIRAMINA XAROPE 0,4MG/ML|7898150000000
ANLODIPINO 10MG|1000080000000
DEXCLOFENIRAMINA 2MG|7898150000000
TEGRETOL 200MG 60CPR (C1)(R)|7896260000000
RISPERIDONA 2MG C 20CPRS P.M.C. 137.58|7891320000000
RISPERIDONA 2MG C 30CPRS P.M.C. 51.41|7897080000000
TEGRETOL CR 200 MG CAPS C/60 C1|7896260000000
CLORIDRATO DE PAROXETINA 20MG 30CPD C1|7898910000000
OMEPRAZOL 20 MG CAPS C/28|7896110000000
RIVOTRIL 0,25 MG CPR C/30 B1|7896230000000
OMEPRAZOL 40MG UNIAO QUIMICA|7896010000000
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO 500MG COM REV BL AL PVDC INC|7898150000000
DEOCIL 10MG C10CPDS|7898100000000
NOVALGINA GTS 20ML|7891060000000
ADDERA D3 GTS 20ML|7897320000000
ACIDO ZOLEDRONICO 5MG|7896260000000
RIVASTIGMINA 6MG|7896260000000
RIVASTIGMINA 4,5MG|7896260000000
HYPOCINA COMPOSTA 5ML AP|7898120000000
FENOCRIS 200MG/2ML IV/IM AP|7896680000000
FLUMAZENIL 0,5MG/ML 5ML AP (ITEM: )|7896110000000
BISACODIL 5MG DG (ITEM: )|7896010000000
BROMETO N - BUTILESCOPOLAMINA 4MG/ML + DIPIRONA BROMETO DE N - BUTILESCOPOLAMINA + DIPIRONA SODICA SOLUCAO INJETAVEL|7898120000000
ACICLOVIR 50 MG 10G (CREME) ACICLOVIR, 50 MG/G CREME TUBO 10G|7898150000000
00000023957 - N - BUTILESCOPOLAMINA + DIPIRONA4 + 500MG/ML - M|7898120000000
CISATRACURIO (BESILATO) 10MG 5ML AP|7896680000000
00000015137 - ALFENTANILA 0,544MG/ML - 5ML - IVCLORIDRATO|7896680000000
ANLODIPINO (BESILATO) 5MG|7899100000000
ANLODIPINO (BESILATO) 10MG|7899100000000
LOSARTANA POTASSICA  50MG|7897080000000
HIOSCINA + DIPIRONA 5ML|7898120000000
OMEPRAZOL 40 MG FA|7896010000000
CIPROFLOXACINO (CLORIDRATO)  400MG/200ML|7898360000000
ATRACURIO (BESILATO) 25MG/2,5ML|7896680000000
PANCURONIO (BROMETO) 2MG/ML 2ML AP|7896680000000
ICTUS 6,25MG CP|7896110000000
ANLODIPINO (BESILATO) 5MG CP (ITEM: )|7899100000000
CAPTOPRIL 12,5MG CP|7896000000000
DIPIRONA SODICA 500MG/ML 10ML FR (ITEM: 2)|7898170000000
CISATRACURIO (BESILATO) 10MG 5ML AP (ITEM: 5)|7896680000000
OMEPRAZOL 20MG CA (ITEM: 16)|7899100000000
ACICLOVIR 50MG/G 10G CREME TB|7898150000000
BESILAPIN 10MG CP|7899100000000
LAMITOR 25MG CP|8902220000000
DIPIRONA 500MG COMPRIMIDO EMBALADO EM BLISTER.|7898150000000
ATRACURIO (BESILATO) 25MG/2,5ML AP (ITEM: )|7896680000000
ESCOPEN COMPOSTO 10MG/250MG CP|7898220000000
CARBAMAZEPINA 400MG CR|7896260000000
METRONIDAZOL 0,5% 100ML BO|7898360000000
GLICERINA 95% SUPOS. ADULTO|7896510000000
DIPIRONA SODICA 500MG/ML 10ML FR (ITEM: )|7898170000000
CLONAZEPAM 2,5MG/MLFR 20ML|7899550000000
CISATRACURIO 2MG/MLAMP 5ML|7896680000000
INVEGA SUSTENNA 100MG 15ML|7896210000000
ESCOPOLAMINA SIMPLES 10MG CX C 20 COMP|7896010000000
CINARIZINA 75MG CX C 30 COMP|7896710000000
LORATADINA 10MG CX C 480 COMP|7899100000000
DIPIRONA SODICA 500MG 2ML CX C 100 AMP|7898170000000
TIOPENTAL 1GR|7896680000000
ALOPURINOL 100MG PRATI DONADUZZI PRATI  DONADUZZI|7899550000000
CLORIDRATO CLONIDINA 0,100MG  ATENSINA BOEHRINGER|7896030000000
ACICLOVIR SODICO 250MG TEUTO|7896110000000
HALOPERIDOL 5MG/ML 1ML  (UNI HALOPER) UNIAO QUIMICA|7896010000000
FLUMAZENIL 0,1MG/ML 5ML  (0,5MG/5ML) EV (FLUMAZIL) CRISTALIA|7896680000000
BESILATO DE ANLODIPINO 5MG (BESILAPIN) GEOLAB|7899100000000
DEXCLORFENIRAMINA 2MG/5ML 100ML  SOL. ORAL NATULAB|7898130000000
PIRIMETAMINA  25MG  (DARAPRIN) FQM|7898040000000
CAPTOPRIL 25MG GEOLAB|7899100000000
DEXCLORFENIRAMINA 2MG/5ML 120ML SOL. ORAL   NATULAB|7898130000000
FLUMAZENIL 0,1MG/ML 5ML (0,5MG/5ML) FLUMAZIL CRISTALIA|7896680000000
MIDAZOLAM 5MG/ML 10ML   IM/IV/RETAL HIPOLABOR|7898120000000
OMEPRAZOL 40MG 10ML (UNIPRAZOL) UNIAO QUIMICA|7896010000000
CIPROFLOXACINO (CLORIDRATO) 500MG PRATI DONADUZZI PRATI  DONADUZZI|7898150000000
BESILATO DE ANLODIPINO 5MG  BESILAPIN GEOLAB|7899100000000
CAPTOPRIL 25MG PRATI DONADUZZI|7898150000000
LOSARTANA POTASSICA 50MG PRATI DONADUZZI|7899550000000
DIPIRONA 500MG PRATI DONADUZZI|7898150000000
CLORIDRATO DE ALFENTANILA 0,544MG/ML 5ML (0,5MG/ML 5ML) (ALFAST) CRISTALIA|7896680000000
CLORIDRATO DE CLONIDINA 0,150MG (ATENSINA) BOEHRINGER|7896030000000
DIPIRONA SODICA 500MG ML 2ML IV IM CX 120 TEUTO|7896110000000
CIPROFLOXACINO (CIPROBACTER) 2MG ML 100ML IV 200MG S.FECHADO ISOFARMA|7898360000000
CIPROFLOXACINO 2MG/ML BOLSA PLAST. 100ML CIPROBACTER ISOFARMA|7898360000000
MAXIFLOX-D POMADA OFTAL.3.5 GR|7896180000000
DARAPRIM 25 MG CPR C/30|7898040000000
OXCARBAZEPINA 600 MG C/30 CPR|7897080000000
OXCARBAMAZEPINA 60MG 100 ML|7896010000000
LORAZEPAM 2MG C/30 COMP GER B1 LP:|7896000000000
FENOBARBITAL 40 MG SOL 20 ML (UQ)|7896010000000
PRESSAT 5MG C/60 COMP|7896110000000
RISS 3 MG C/ 30 CP REV|7891320000000
NOVALGINA 50 MG/ML 100 ML|7891060000000
JANUMET 50 MG + 850 MG C/ 56 CP|7897340000000
ALOPURINOL 100 MG C/ 30 CP|7896420000000
HERVIRAX 200MG CP|7898220000000
CLONAZEPAM 2,5MG/ML 20ML FR 2,5MG/ML 20ML (ITEM: )|7899100000000
CIPRIX 500MG|7899100000000
METFORMINA (CLORIDRATO) 500MG|7898150000000
ICTUS 12,5MG UN|7896110000000
ARARTAN 50MG CP|7899100000000
ALLEGRA 6MG/ML SUSP 60ML|7891060000000
*RISPERIDONA 1MG 30CPR|7897080000000
*OXCARBAZEPINA 600MG 30CPR|7897080000000
G OMEPRAZOL 40MG 28CPS|7895300000000
DIPIRONA SODICA 500MGML GOTAS 20ML -|7898170000000
FENOBARBITAL 100MGML 2ML B1  PORT 34498 -|7896010000000
ITRACONAZOL 100 MG (NEO ITRAX)|7896710000000
BETAMETASONA DIP+FOS 5+2MG INJ 6 AMP EUR|7891320000000
HIOSCINA+DIPIRONA (ESCOPEN) C/500 CP|7898220000000
IMIPRAMINA 25 MG (IMIPRA) C/200 CP PORT. 344/98|7896680000000
LORATADINA 10 MG CX C/ 480 COMP (LORITIL) - GEOLAB|7899100000000
CLONAZEPAM 0,5MG (CLOPAM) CRISTALIA|7896680000000
MIDAZOLAM 15 MG CPR CX C/20|7896680000000
BIPERIDENO 2MG (CINETOL) C/200 CP CONV 87/02 PORT 344/98 CRISTALIA|7896680000000
JANUMET 50+1000MCG CX 56 COMP|7897340000000
CONCERTA 36 MG CPR C/30 (A3)|7896210000000
RIVOTRIL 2,5M/ML 20 ML ROCHE|7896230000000
QUETROS 25 MG C/30 COMP (C1)|7896660000000
TEGRETOL CR 400 MG CPR C/60 (C1)|7896260000000
DIPIRONA 500MG/ML|7898170000000
CLOMIPRAMINA, CLORIDRATO 25MG|7896000000000
BIPERIDENO LACTADO 5MG/ML|7896680000000
BIPERIDENO (LISTA C1) 2MG|7896010000000
DIPIRONA 500MG/2ML|7898170000000
HALOPERIDOL (LISTA C1) 5MG|7896010000000
ANLODIPINO (BESILATO DE) 10MG|7899100000000
VASTAREL MR 35 MG C/ 60 CP REV|7898030000000
GALVUS 50 MG C/ 56 CP|7896260000000
GALVUS MET 50 MG + 850 MG C/ 56 CP R|7896260000000
RIVOTRIL 2 MG C/ 30 CP|7896230000000
ENTRESTO 49+51MG C/ 60 COMP|7896260000000
ENTRESTO 97/103MG C/ 60 COMP|7896260000000
GALVUS MET 50 MG + 1000 MG C/ 56 CP|7896260000000
INVEGA SUSTENNA 150MG SUS INJ SER X 1,50M|7896210000000
CLOR TRAZODONA 50MG C/ 60 COMP|7895300000000
URBANIL 10MG 20CPR|7896190000000
CARBAMAZEPINA 400MG 20CPR GER|7896000000000
ALLEGRA 180 MG CPR C/10|7891060000000
DIPIRONA 500MG 50X10 CPS / GEN DIPIRON|7898150000000
EUPEPT 20 MG CAPS C/90|7898500000000
NITRAZEPAM 5MG 20COMPRIMIDOS|7896000000000
HALDOL 5MG 20CPR()(C1)|7896210000000
CLONAZEPAM 0,5MG C/30 MEDLEY 2|7896420000000
NOVALGINA CPR 1G C/10|7891060000000
FRISIUM 10 MG CPR C/20 B1|7891060000000
MAXIFLOX-D POMADA OFTAL.3,5 GR|7896180000000
FENOBARBITAL-100MG CX 100 COMP|7896110000000
ENALAMED-10MG CX 500 COMP|7896520000000
ZYLORIC 100 MG 30 CP R ASPEN|7895860000000
HIOSCINA 10MG/ML FR 20ML (GENERICO). 434 09/2019|7898470000000
CIPROFLOXACINO 200MG BOLSA 100ML (GENERICO) **.. 6110353 11/2018|7898360000000
CLONIDINA 150MCG ATENSINA BOEHRINGER|7896030000000
FENOBARBITAL 100MG P344 B1 GENERICO UNIAO QUIMICA|7896010000000
CIPROFLOXACINO 2MG/ML 100ML FABRICANTE: ISOFARMA|7898360000000
CIPROFLOXACINO 2MG/ML - 100ML FABRICANTE: ISOFARMA|7898360000000
CINARIZINA 75MG FABRICANTE: BRAINFARMA|7896710000000
METFORMINA CLORIDRATO 500MG FABRICANTE: PRATI DONADUZZI|7898150000000
DIPIRONA SODICA 1G 2ML   FABRICANTE: FARMACE|7898170000000
HIDRALAZINA 50MG FABRICANTE: ANOVIS|7896260000000
HIDRALAZINA 25MG FABRICANTE: ANOVIS|7896260000000
DIPIRONA SODICA 500MG/ML SOL.INJ.2 ML FABRICANTE: TEUTO|7896110000000
OMEPRAZOL 40MG/ML SOL.INJ. (IV) FABRICANTE: BLAUSIEGEL|7896010000000
CLONIDINA CLORIDRATO (ATENSINA) 0,10MG COM CT BL AL PL INC X 30 ATENSINA BOEHRINGER INGELHEIM|7896030000000
CIPROFLOXACINO 200 MG - 100ML CIPROBACTER 200MG ISOFARMA|7898360000000
OXCARBAZEPINA 600MG COMP/MEDLEY/C1|7897080000000
DONEPEZILA CLORIDRATO 10MG C/30 COMP/TORRENT/C1|8902220000000
DONEPEZILA CLORIDRATO 5MG C/30 COMP/TORRENT/C1|8902220000000
DONEPEZILA 5MG COMP C1/SANDOZ/C1|7897600000000
CAPTOPRIL 50MG COMP/PRATI, DONADUZZIL|7898150000000
PROCORALAN 7,5MG COMP/SERVIER|7898030000000
URBANIL 20MG COMP/SANOFI|7896190000000
LISADOR DIP 1G 25X4 COMP-SIMILAR|7896090000000
DICLOR BETAISTINA 8MG 30CP BIO-GENERICO|7896180000000
PLETIL C/4 COMP-REFERENCIA|7891270000000
PLETIL C/8 COMP-REFERENCIA|7891270000000
LAMOTRIGINA G. TEU 100 MG 30 CP (C1)|7896110000000
EZETIMIBA G.TEU 10 MG 30 CP|7896110000000
FINASTERIDA G. MER 5 MG 30 CP|7891720000000
UNIAIR 4 MG 30 CP MONTELUCASTE GEO.|7899100000000
BETAISTINA G. EUR 16 MG 30 CP|7891320000000
QUETIAPINA G. TEU 100 MG 30 CP (C1)|7896110000000
QUETIAPINA G. TEU 25 MG 30 CP (C1)|7896110000000
FLUCONAZOL G. GEO 150 MG 01 CA|7899100000000
CILOSTAZOL G. EUR 50 MG 30 CP|7891320000000
ITRACONAZOL G. GEO 100 MG 15 CA|7899100000000
CLOZAPINA 100MG  C1  PORT 34498 -|7896680000000
DOMPERIDONA 1MGML 100ML SUSPORAL -|7896420000000
MBUTILESCOPOLAMINADIPIRONA SODICA 10250MG -|7898150000000
BESILATO ANLODIPINO 5MG SULCADO -|7899100000000
CARBAMAZEPINA 200MG C1  PORT 34498 -|7896110000000
IMIPRAMINA 25MG -|7896680000000
GANCICLOVIR SODICO 500MG SOLINJ 10ML C1 -|7896010000000
CARBAMAZEPINA 2MGML XAROPE 100ML -|7896010000000
OXCARBAZEPINA 60MGML 100ML SUSPORAL -|7896010000000
MIDAZOLAM 50MG10ML 10ML SOLINJ C50 -|7896010000000
HALOPERIDOL 5MGML 1ML SOLINJ C50 C1  PORT 3 -|7896010000000
CIPROFLOXACINO 2MGML 100ML -|7898360000000
PENTOXIFILINA 20MGML SOL INJ C50 AP 5ML -|7896010000000
CLOZAPINA 100MG -|7896680000000
LOSARTANA 100MG -|7899100000000
CITRATO DE FENTANILA 50MCG ML (78,5MCG   ML)AMP DE 2ML|7896010000000
SOLUCAO DE GLICONATO DE CALCIO A 10% 10ML|7898360000000
METILSULFATO DE NEOSTIGMINA 0,5MG ML AMP C  1ML|7896010000000
BISACODIL 5MG BLISTER C  6 COMPRIMIDOS CX C  150 COMPRIMIDOS|7896010000000
ARTANE 2MG CX 30 COMP|7896640000000
CONCERTA 18MG CX 30 COMP REV|7896210000000
EZETIMIBA 10MG CX 30 COMP GEN|7898570000000
FLUCONAZOL SIST FECHADO 200MG BOLSA 100ML IV GEN|7898360000000
PRADAXA 110MG CX 60 CAPS|7896030000000
BESILAPIN 5MG CX 25 BL X 20 COMP|7899100000000
FENOCRIS 200MG INJ CX 25 AMP X 2ML IM/IV|7896680000000
NAUSEDRON 2MG/ML INJ CX 25 AMP X 2 ML IV/IM|7896680000000
UNIPRAZOL 40MG INJ FR-AMP + DIL IV|7896010000000
LAMITOR CD 50MG CX 30 COMP|8902220000000
DIPRIN 50MG/ML SOL ORAL FR 100ML C/C|7899100000000
UNIAIR 5MG CX 30 COMP SB CEREJA|7899100000000
LORATADINA 1MG/ML XPE FR 100ML C/C GEN|7899100000000
UNI HALOPER 5MG CX 200 COMP|7896010000000
GANCICLOTRAT 500MG PO LIOF 1 FR + 1 DIL 10 ML|7896010000000
NESINA 25MG CX 30 COMP REV|7896640000000
PROCORALAN 5MG C/56 COMP|7898030000000
CLORIDRATO DE LERCANIDIPINO 10MG -ZANIDIP|7896200000000
BUSCOPAN COMPOSTO|7896030000000
EXELON PATCH 15 13,3MG ADESIVO|7896260000000
*ORAP 1MG 20CPR|7896210000000
HALOPERIDOL SOLUCAO INJETAVEL 5 MG/ML|7898120000000
TRIMETAZIDINA MR 35 MG|7898030000000
DIPIRONA SOD 20ML MEDLEY GEN P.M.C. 15.51|7896420000000
NEOCOPAN 20DR P.M.C. 14.69|7896710000000
FOSF SOD PREDNIS 3MG ML 60ML BIOS GEN|7896180000000
CLONAZEPAM 05MG C/30 CPR|7899100000000
CLOMIPRAMINA 25MG C/20CPR|7896000000000
CARVEDILOL 625 C/30 CPÂ´R|7896420000000
ATENSINA 0100MG C/30 CPR|7896030000000
ARTANE 2MG C/30 CPR|7896640000000
ARTANE 5MG FR C/30 CPR|7896640000000
DORCIFLEXIN 24 BLISTERS 10CPR|7898160000000
CALMASYN 300MG X 20 COM REV|7898500000000
CALMASYN 37,84MG/ML SOL ORAL X100ML|7898500000000
CARVEDILOL 3 125MG 30CPR EMS|7896000000000
NEOPIRIDIN 12 PASTILHAS SIM (-) NEO QUIMICA|7896710000000
NARINEF 0,5MG/ML 30 ML EMS SIMILAR|7896000000000
VERTIGIUM 10 MG 50 CPR SIM (+) NEO QUIMICA|7896710000000
DOMPERIDONA 10 MG 30 CPR GEN (-) EUROFARMA|7891320000000
CIPROFLOXACINO 200MG INJETAVEL BOLSA 100ML CIPROBACTER ISOFARMA|7898360000000
OMEPRAZOL 40MG INJ. C/DILUENTE BLAU|7896010000000
ACICLOVIR 200MG LINHA FARMA HERVIRAX PHARLAB|7898220000000
HALOPERIDOL 10MG P344 C1 HALO CRISTALIA|7896680000000
HALOPERIDOL 5MG 1ML P 344 C1 UNIAO QUIMICA|7896010000000
ONDANSETRONA 4MG 2ML NAUSEDRON CRISTALIA|7896680000000
CARBAMAZEPINA 400MG P.344-C1 TEGRETARD CRISTALIA|7896680000000
DIPIRONA SODICA 500MG/ML 100ML NATULAB|7898130000000
BIPERIDENO 2MG P. 344-C1 CINETOL CRISTALIA|7896680000000
CLONAZEPAM 2,5MG/ML 20ML P344 B1 GENERICO GEOLAB|7899100000000
CLOMIPRAMINA 25MG  P 344 GENERICO GRUPO EMS SIGMA PHARMA|7896000000000
BIPERIDENO 5MG/ML 1ML P.344-C1 CINETOL CRISTALIA|7896680000000
FENOBARBITAL 40MG/ML 20 ML P344 B1 FENOCRIS CRISTALIA|7896680000000
ANLODIPINA 5MG TEUTO|7899100000000
FENOBARBITAL 40MG/ML 20ML P344 B1 UNIAO QUIMICA|7896010000000
CLONIDINA 200 MCG ATENSINA BOEHRINGER|7896030000000
IMIPRAMINA 25MG CRISTALIA|7896680000000
CISATRACURIO 2MG/ML AMPOLA 5ML CRISTALIA|7896680000000
TELMISARTANA + HIDROCLOROTIAZIDA 80/12,5 MG MICARDIS HCT BOEHRINGER INGELHEIM|7896030000000
APIXABANA  5 MG ELIQUIS BRISTOL|7896020000000
ANLODIPINO 2,5 MG PRESSAT BIOLAB|7896110000000
LORATADINA 1MG/ML 100ML GENERICO PRATI, DONADUZZI.|7898150000000
FENOBARBITAL 200MG/2ML (ADENDO B1) FENOCRIS CRISTALIA|7896680000000
ACICLOVIR 200MG HERVIRAX PHARLAB|7898220000000
ANLODIPINO 10MG BESILAPIN GEOLAB|7899100000000
CILOSTAZOL 100MG CLAUDIC BIOLAB|7896110000000
FENOBARBITAL 4% 20ML (ADENDO B1) FENOCRIS CRISTALIA|7896680000000
ETOMIDATO 20MG/10ML (C1) GENERICO CRISTALIA|7896680000000
FENOBARBITAL 100MG (ADENDO B1) FENOCRIS CRISTALIA|7896680000000
HALOPERIDOL 1MG (C1) HALO CRISTALIA|7896680000000
LINAGLIPTINA 5MG TRAYENTA BOEHRINGER INGELHEIM|7896030000000
OXCARBAZEPINA 6% - 100ML  (C1) OXCARB UNIAO QUIMICA (S.P)|7896010000000
CARBAMAZEPINA 200 MG COM BL AL PLAS INC X 20 (C1) GENERICO TEUTO|7896110000000
METRONIDAZOL 5 MG/ML SOL INJ BOLS PLAS TRANS SIST FECH X 100 ML + ENV GENERICO ISOFARMA|7898360000000
GALVUS 50MG C/60|7896260000000
PRADAXA 150MG 30CPS|7896030000000
ESBRIET 267MG 270CPS|7896230000000
ONBRIZE 150MCG 30CPS|7896260000000
